id,kind,primary_name,name_agreement,county_fips,county_names,states,address,address_agreement,address_n_sources,adpLevelA,adpLevelA_agreement,adpLevelA_n_sources,adpLevelB,adpLevelB_agreement,adpLevelB_n_sources,adpLevelC,adpLevelC_agreement,adpLevelC_n_sources,adpLevelD,adpLevelD_agreement,adpLevelD_n_sources,adpTotal,adpTotal_agreement,adpTotal_n_sources,agreement,agreement_agreement,agreement_n_sources,authorizingAuthority,authorizingAuthority_agreement,authorizingAuthority_n_sources,avgLengthOfStayDays,avgLengthOfStayDays_agreement,avgLengthOfStayDays_n_sources,capacity,capacity_agreement,capacity_n_sources,circuit,circuit_agreement,circuit_n_sources,county,county_agreement,county_n_sources,docket,docket_agreement,docket_n_sources,facilityFunction,facilityFunction_agreement,facilityFunction_n_sources,femaleCrim,femaleCrim_agreement,femaleCrim_n_sources,femaleNonCrim,femaleNonCrim_agreement,femaleNonCrim_n_sources,fieldOffice,fieldOffice_agreement,fieldOffice_n_sources,firstUsed,firstUsed_agreement,firstUsed_n_sources,genderServed,genderServed_agreement,genderServed_n_sources,guaranteedMinimumBeds,guaranteedMinimumBeds_agreement,guaranteedMinimumBeds_n_sources,holdsOver72h,holdsOver72h_agreement,holdsOver72h_n_sources,iceThreatLevel1,iceThreatLevel1_agreement,iceThreatLevel1_n_sources,iceThreatLevel2,iceThreatLevel2_agreement,iceThreatLevel2_n_sources,iceThreatLevel3,iceThreatLevel3_agreement,iceThreatLevel3_n_sources,immigrationCourt,immigrationCourt_agreement,immigrationCourt_n_sources,lastFinalRating,lastFinalRating_agreement,lastFinalRating_n_sources,lastInspectionEndDate,lastInspectionEndDate_agreement,lastInspectionEndDate_n_sources,lastInspectionStandard,lastInspectionStandard_agreement,lastInspectionStandard_n_sources,lastInspectionType,lastInspectionType_agreement,lastInspectionType_n_sources,lastUsed,lastUsed_agreement,lastUsed_n_sources,maleCrim,maleCrim_agreement,maleCrim_n_sources,maleNonCrim,maleNonCrim_agreement,maleNonCrim_n_sources,mandatory,mandatory_agreement,mandatory_n_sources,noIceThreatLevel,noIceThreatLevel_agreement,noIceThreatLevel_n_sources,phone,phone_agreement,phone_n_sources,underDetentionStandards,underDetentionStandards_agreement,underDetentionStandards_n_sources
HOUICDF,detention,HOUSTON CONTRACT DETENTION FACILITY,converged,48201,"Harris County, TX",TX,"15850 EXPORT PLAZA DRIVE, HOUSTON, TX 77032",converged,3,532.9,single,1,200.5,single,1,72.4,single,1,40.1,single,1,845.9,single,1,CDF,converged,2,DMCP,single,1,47.2,single,1,1000,single,1,5,single,1,HARRIS,single,1,HOU,single,1,,,,40.3,single,1,248.1,single,1,HOU,converged,3,7/21/1986,single,1,Female/Male,single,1,750,converged,2,yes,single,1,104.8,single,1,46.4,single,1,64.6,single,1,,,,Pass,single,1,2025-01-30,single,1,PBNDS 2011 - 2016 Revisions,single,1,ODO,single,1,11/4/2017,single,1,148.5,single,1,409,single,1,520.2,single,1,630.1,single,1,(281) 449-1481,single,1,yes,single,1
HPBRGTX,detention,HOPEBRIDGE HOSPITAL,single,48201,"Harris County, TX",TX,"5556 GASSMER DR., HOUSTON, TX 77035",single,1,,,,,,,,,,,,,,,,Other,single,1,OTHER,single,1,,,,,,,5,single,1,HARRIS,single,1,,,,HOSPITAL,single,1,,,,,,,HOU,single,1,5/8/2015,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/14/2017,single,1,,,,,,,,,,,,,,,,no,single,1
HSF,detention,HARLINGEN STAGING FACILITY,single,48061|48489,"Cameron County, TX|Willacy County, TX",TX,"1102 SOUTH COMMERCE STREET, HARLINGEN, TX 78550",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,5,single,1,CAMERON,single,1,PIC,single,1,STAGING,single,1,,,,,,,SNA,single,1,1/28/2003,single,1,,,,,,,no,single,1,,,,,,,,,,Harlingen Immigration Court (co-located — same ZIP),single,1,,,,,,,,,,,,,4/29/2013,single,1,,,,,,,,,,,,,,,,yes,single,1
HUDSPTX,detention,HUDSPETH COUNTY JAIL,single,48229,"Hudspeth County, TX",TX,"525 NORTH WILSON AVENUE, SIERRA BLANCA, TX 79851",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,HUDSPETH,single,1,ELP,single,1,,,,,,,,,,ELP,single,1,4/16/1986,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,9/18/2008,single,1,,,,,,,,,,,,,,,,yes,single,1
IAHSFTX,detention,GEORGE BUSH INTERCONTINENTAL,single,48201,"Harris County, TX",TX,"2800 N. TERMINAL ROAD, HOUSTON, TX 77032",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,5,single,1,COUNTY,single,1,HLG,single,1,STAGING,single,1,,,,,,,SNA,single,1,8/2/2014,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,9/4/2016,single,1,,,,,,,,,,,,,,,,yes,single,1
ice-dilley-immigration-processing-center,detention,Dilley Immigration Processing Center,single,48163|48283,"Frio County, TX|La Salle County, TX",TX,"300 El Rancho Way, Dilley, TX 78017",single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNA,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(830) 378-6500,single,1,,,
ice-laredo-detention-center,detention,CoreCivic Laredo Processing Center,single,48355,"Nueces County, TX",TX,"4702 East Saunders, Laredo, TX 78401",single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLG,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(956) 615-9720,single,1,,,
IEPHOLD,detention,ERO EL PASO CAMP EAST MONTANA,conflict,48141,"El Paso County, TX",TX,"6920 DIGITAL RD, EL PASO, TX 79936",conflict,3,1673.4,single,1,329,single,1,301.7,single,1,201.2,single,1,2505.3,single,1,CDF,conflict,2,DMCP,single,1,11.2,single,1,,,,5,single,1,EL PASO,single,1,,,,HOLD,single,1,21.8,single,1,228.7,single,1,ELP,converged,3,7/5/2016,single,1,Female/Male,single,1,5000,single,1,no,single,1,243.9,single,1,129,single,1,222.6,single,1,,,,Pass,single,1,2026-02-12,single,1,NDS 2025,single,1,ODO,single,1,10/22/2017,single,1,455.7,single,1,1799.1,single,1,1483.9,single,1,1909.8,single,1,(915) 208-0980,single,1,yes,single,1
JACKSTX,detention,JACKSON COUNTY JAIL,single,48239,"Jackson County, TX",TX,"115 WEST MAIN STREET, EDNA, TX 77957",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,JACKSON,single,1,SNA,single,1,,,,,,,,,,SNA,single,1,9/22/1989,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14/1998,single,1,,,,,,,,,,,,,,,,yes,single,1
JCRLYTX,detention,JOE CORLEY PROCESSING CTR,converged,48339,"Montgomery County, TX",TX,"500 HILBIG RD, CONROE, TX 77301",converged,2,612.5,single,1,241.7,single,1,43.9,single,1,54.8,single,1,952.9,single,1,IGSA,converged,2,,,,49.2,single,1,,,,5,single,1,Montgomery,single,1,,,,,,,0,single,1,0,single,1,HOU,converged,2,,,,Male,single,1,,,,yes,single,1,68,single,1,44.7,single,1,76.6,single,1,Conroe Immigration Court (co-located — same ZIP),single,1,Pass,single,1,2024-12-19,single,1,NDS 2019,single,1,ODO,single,1,,,,148.3,single,1,804.7,single,1,493.2,single,1,763.7,single,1,,,,,,
JEFFETX,detention,JEFFERSON COUNTY JAIL,single,48245,"Jefferson County, TX",TX,"1001 PEARL STREET, BEAUMONT, TX 77701",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,JEFFERSON,single,1,HOU,single,1,,,,,,,,,,HOU,single,1,1/3/2002,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,11/5/2009,single,1,,,,,,,,,,,,,,,,yes,single,1
JHRWLTX,detention,JACK HARWELL DETENTION CENTER,single,48309,"McLennan County, TX",TX,"3101 MARLIN HWY, WACO, TX 76705",single,1,,,,,,,,,,,,,,,,USMS IGA,single,1,DMCP,single,1,,,,200,single,1,5,single,1,MCLENNAN,single,1,WCT,single,1,,,,,,,,,,SNA,single,1,4/28/2011,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
JOHNSTX,detention,JOHNSON COUNTY CORRECTIONS CENTER,single,48251,"Johnson County, TX",TX,"1800 RIDGEMAR DRIVE, CLEBURNE, TX 76031",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,JOHNSON,single,1,DAL,single,1,,,,,,,,,,DAL,single,1,5/1/1998,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
KARNETX,detention,KARNES COUNTY CORRECTIONAL CENTER,conflict,48013|48255,"Karnes County, TX|Atascosa County, TX",TX,"810 COMMERCE STREET, KARNES CITY, TX 78118",conflict,4,0.1,conflict,2,1.1,conflict,2,0.5,conflict,2,0.7,conflict,2,2.4,conflict,2,USMS IGA,conflict,3,DMCP,single,1,4.1,conflict,2,60,single,1,5,single,1,KARNES,single,1,SNA,single,1,,,,0,conflict,2,0,conflict,2,SNA,converged,4,1/13/1998,single,1,Female/Male,converged,2,928,single,1,yes,single,1,1,converged,2,1.1,conflict,2,0.2,conflict,2,,,,Pass,converged,2,Scheduled FY26,converged,2,ORSA NDS 2019,conflict,2,ORSA,conflict,2,8/24/2017,single,1,2.3,conflict,2,0.1,conflict,2,2.1,conflict,2,0.1,conflict,2,(830) 254-2000,single,1,yes,single,1
KCCDCTX,detention,KARNES COUNTY CIVIL DETENTION CENTER,single,48013|48255,"Karnes County, TX|Atascosa County, TX",TX,"FM 1144 AT US HIGHWAY 181, KARNES CITY, TX 78118",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,608,single,1,5,single,1,KARNES,single,1,KCD,single,1,DIGSA,single,1,,,,,,,SNA,single,1,1/1/2012,single,1,,,,480,single,1,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,8/5/2014,single,1,,,,,,,,,,,,,,,,yes,single,1
KEJUVTX,detention,KERR COUNTY JUVENILE DETENTION CENTER,single,48019|48171|48265,"Kerr County, TX|Gillespie County, TX|Bandera County, TX",TX,"KERRVILLE JDC, KERRVILLE, TX 78028",single,1,,,,,,,,,,,,,,,,IGSA,single,1,JFRMU,single,1,,,,,,,5,single,1,KERR,single,1,SNA,single,1,JUVENILE,single,1,,,,,,,SNA,single,1,3/4/1998,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/27/1998,single,1,,,,,,,,,,,,,,,,no,single,1
KENDATX,detention,KENDALL COUNTY JAIL,single,48029|48091|48259,"Kendall County, TX|Bexar County, TX|Comal County, TX",TX,"C/O COUNTY SHERIFF, BOERNE, TX 78006",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,KENDALL,single,1,SNA,single,1,,,,,,,,,,SNA,single,1,5/15/1998,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/25/2007,single,1,,,,,,,,,,,,,,,,yes,single,1
KERCOTX,detention,KERR COUNTY JAIL,single,48019|48171|48265,"Kerr County, TX|Gillespie County, TX|Bandera County, TX",TX,"C/O COUNTY SHERIFF, KERRVILLE, TX 78028",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,KERR,single,1,SNA,single,1,,,,,,,,,,SNA,single,1,4/16/1998,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/9/2007,single,1,,,,,,,,,,,,,,,,yes,single,1
KIMBLTX,detention,KIMBLE COUNTY JAIL,single,48265|48267,"Kimble County, TX|Kerr County, TX",TX,"415 PECAN ST, JUNCTION, TX 76849",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,KIMBLE,single,1,SNA,single,1,,,,,,,,,,SNA,single,1,1/30/2007,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/30/2007,single,1,,,,,,,,,,,,,,,,yes,single,1
KINNETX,detention,KINNEY COUNTY DETENTION CENTER,single,48271,"Kinney County, TX",TX,"109 NORTH STREET, BRACKETTVILLE, TX 78832",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,KINNEY,single,1,DLR,single,1,,,,,,,,,,SNA,single,1,3/5/1999,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,11/12/2013,single,1,,,,,,,,,,,,,,,,yes,single,1
KRNRCTX,detention,KARNES COUNTY RESIDENTIAL CENTER,single,48013|48255,"Karnes County, TX|Atascosa County, TX",TX,"FM 1144 AT US HIGHWAY 181, KARNES CITY, TX 78118",single,1,,,,,,,,,,,,,,,,IGSA,single,1,JFRMU,single,1,,,,830,single,1,5,single,1,KARNES,single,1,KCD,single,1,FAMILY,single,1,,,,,,,SNA,single,1,5/30/2014,single,1,,,,830,single,1,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,no,single,1
LASALTX,detention,LASALLE COUNTY JAIL,single,48127|48163|48283,"La Salle County, TX|Dimmit County, TX|Frio County, TX",TX,"703 N MAIN STREET, COTULLA, TX 78014",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,5,single,1,LA SALLE,single,1,SNA,single,1,,,,,,,,,,SNA,single,1,12/9/1993,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/30/2014,single,1,,,,,,,,,,,,,,,,yes,single,1
LBKHOLD,detention,LUBBOCK HOLD ROOM,single,48303,"Lubbock County, TX",TX,"1205 TEXAS AVE SUITE 605, LUBBOCK, TX 79401",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,5,single,1,LUBBOCK,single,1,DAL,single,1,HOLD,single,1,,,,,,,DAL,single,1,4/26/2014,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,6/2/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
LEECOTX,detention,LEE COUNTY JAIL,single,48021|48149|48287,"Lee County, TX|Fayette County, TX|Bastrop County, TX",TX,"424 SOUTH MAIN STREET, GIDDINS, TX 78942",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,GIDDINS,single,1,SNA,single,1,,,,,,,,,,SNA,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,single,1
LIMESTX,detention,LIMESTONE COUNTY DETENTION CENTER,converged,48145|48293,"Limestone County, TX|Falls County, TX",TX,"910 NORTH TYUS STREET, GROESBECK, TX 76642",converged,3,184.3,single,1,70.3,single,1,2,single,1,0.8,single,1,257.4,single,1,USMS IGA,converged,2,DMCP,single,1,44,single,1,5,single,1,5,single,1,LIMESTONE,single,1,AUS,single,1,,,,0,single,1,0,single,1,HOU,conflict,3,7/19/1991,single,1,Male,single,1,,,,yes,single,1,8.7,single,1,10.9,single,1,26.5,single,1,,,,Pass,single,1,2025-03-27,single,1,NDS 2019,single,1,ODO,single,1,7/13/2013,single,1,38.6,single,1,218.8,single,1,108.7,single,1,211.3,single,1,(254) 729-2674,single,1,yes,single,1
LRDHOLD,detention,LAREDO PROCESSING CENTER,conflict,48479,"Webb County, TX",TX,"4702 EAST SAUNDERS STREET, LAREDO, TX 78041",conflict,2,307,single,1,19.7,single,1,15.2,single,1,11.1,single,1,353,single,1,DIGSA,conflict,2,DMCP,single,1,54.2,single,1,,,,5,single,1,WEBB,single,1,LRD,single,1,HOLD,single,1,16.8,single,1,334.9,single,1,HLG,conflict,2,5/25/2011,single,1,Female/Male,single,1,,,,no,single,1,6.3,single,1,8.7,single,1,12,single,1,Laredo Immigration Court (co-located — same ZIP),single,1,Pass,single,1,2026-01-15,single,1,NDS 2025,single,1,ODO,single,1,6/12/2017,single,1,0,single,1,1.3,single,1,215.4,single,1,326,single,1,,,,yes,single,1
LRDICDF,detention,LAREDO PROCESSING CENTER,single,48479,"Webb County, TX",TX,"4702 EAST SAUNDERS STREET, LAREDO, TX 78041",single,1,,,,,,,,,,,,,,,,USMS IGA,single,1,DMCP,single,1,,,,400,single,1,5,single,1,WEBB,single,1,LRD,single,1,,,,,,,,,,SNA,single,1,6/20/1983,single,1,,,,,,,yes,single,1,,,,,,,,,,Laredo Immigration Court (co-located — same ZIP),single,1,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
LSFHOLD,detention,LOS FRESNOS HOLD ROOM,single,48061,"Cameron County, TX",TX,"UNAVAILABLE, LOS FRESNOS, TX 78566",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,5,single,1,CAMERON,single,1,PIC,single,1,HOLD,single,1,,,,,,,SNA,single,1,6/12/2000,single,1,,,,,,,no,single,1,,,,,,,,,,Port Isabel Immigration Court (co-located — same ZIP),single,1,,,,,,,,,,,,,3/15/2016,single,1,,,,,,,,,,,,,,,,yes,single,1
LSRDCTX,detention,LA SALLE COUNTY REGIONAL DETENTION CENTER,converged,48283|48479,"Webb County, TX|La Salle County, TX",TX,"832 EAST TEXAS STATE HIGHWAY 44, ENCINAL, TX 78019",conflict,3,200.4,single,1,11.8,single,1,1.1,single,1,0,single,1,213.3,single,1,USMS IGA,converged,2,DMCP,single,1,53.2,single,1,250,single,1,5,single,1,LA SALLE,single,1,LRD,single,1,,,,0.2,single,1,0.5,single,1,SNA,converged,3,6/10/2011,single,1,Male,single,1,,,,yes,single,1,2.1,single,1,2.4,single,1,18.7,single,1,,,,Pass,single,1,2026-01-08,single,1,FPBDS,single,1,ODO OASIP,single,1,11/4/2017,single,1,16,single,1,196.6,single,1,114.7,single,1,190.1,single,1,(956) 948-5193,single,1,yes,single,1
LUBBOTX,detention,LUBBOCK COUNTY DETENTION CENTER,single,48303,"Lubbock County, TX",TX,"811 MAIN STREET, LUBBOCK, TX 79401",single,1,,,,,,,,,,,,,,,,USMS IGA,single,1,DMCP,single,1,,,,15,single,1,5,single,1,LUBBOCK,single,1,LBK,single,1,,,,,,,,,,DAL,single,1,1/2/2007,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,10/30/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
LUFKNTX,detention,LUFKIN POLICE DEPARTMENT,single,48005,"Angelina County, TX",TX,"300 E. SHEPHERD STREET, LUFKIN, TX 75901",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,5,single,1,ANGELINA,single,1,,,,,,,,,,,,,HOU,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,single,1
MANSFTX,detention,MANSFIELD LAW ENFORCEMENT CENTER,single,48139|48251|48439,"Tarrant County, TX|Johnson County, TX|Ellis County, TX",TX,"1601 HERITAGE PARKWAY, MANSFIELD, TX 76063",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,TARRANT,single,1,KAN,single,1,,,,,,,,,,DAL,single,1,7/24/1998,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/9/2004,single,1,,,,,,,,,,,,,,,,yes,single,1
MAVERTX,detention,MAVERICK COUNTY JAIL,single,48323,"Maverick County, TX",TX,"1051 BALBOA JONES BOULEVARD, EAGLE PASS, TX 78852",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,MAVERICK,single,1,DLR,single,1,,,,,,,,,,SNA,single,1,3/4/1992,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,6/15/2015,single,1,,,,,,,,,,,,,,,,yes,single,1
MCCDCTX,detention,MCLENNAN COUNTY DETENTION CENTER,single,48309,"McLennan County, TX",TX,"520 COLUMBUS AVE, WACO, TX 76705",single,1,,,,,,,,,,,,,,,,USMS IGA,single,1,DMCP,single,1,,,,,,,5,single,1,MCLENNAN,single,1,WCT,single,1,,,,,,,,,,SNA,single,1,2/8/2005,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2011,single,1,,,,,,,,,,,,,,,,yes,single,1
MCCLETX,detention,MCCLELLAN COUNTY JAIL,single,48309,"McLennan County, TX",TX,"501 WASHINGTON AVENUE, WACO, TX 76701",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,MCLENNAN,single,1,SNA,single,1,,,,,,,,,,SNA,single,1,7/22/1999,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,5/23/2013,single,1,,,,,,,,,,,,,,,,yes,single,1
MEDINTX,detention,MEDINA COUNTY JAIL,single,48325,"Medina County, TX",TX,"1101 15TH STREET, HONDO, TX 78861",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,MEDINA,single,1,SNA,single,1,,,,,,,,,,SNA,single,1,5/13/1993,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/4/2007,single,1,,,,,,,,,,,,,,,,yes,single,1
MEJUVTX,detention,MEDINA COUNTY JUVENILE CORRECTIONAL,single,48325,"Medina County, TX",TX,"2516 MCHAUGHTEN DR., HONDO, TX 78861",single,1,,,,,,,,,,,,,,,,IGSA,single,1,JFRMU,single,1,,,,,,,5,single,1,MEDINA,single,1,SNA,single,1,JUVENILE,single,1,,,,,,,SNA,single,1,5/18/1993,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/21/2007,single,1,,,,,,,,,,,,,,,,no,single,1
MIDLATX,detention,MIDLAND COUNTY DETENTION CENTER,single,48329,"Midland County, TX",TX,"115 W. INDUSTRIAL ROAD, MIDLAND, TX 79702",single,1,,,,,,,,,,,,,,,,USMS IGA,single,1,DMCP,single,1,,,,,,,5,single,1,MIDLAND,single,1,EPC,single,1,,,,,,,,,,ELP,single,1,7/7/2011,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,10/26/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
MLDHOLD,detention,MIDLAND TX ERO HOLDROOM,single,48329,"Midland County, TX",TX,"400 S. MAIN STREET, MIDLAND, TX 79701",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,5,single,1,MIDLAND,single,1,PCS,single,1,HOLD,single,1,,,,,,,ELP,single,1,2/20/2013,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,8/20/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
MONTGTX,detention,Joe Corley Processing Center,conflict,48339,"Montgomery County, TX",TX,"500 Hilbig Road, Conroe, TX 77301",conflict,2,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,1050,single,1,5,single,1,MONTGOMERY,single,1,HOU,single,1,,,,,,,,,,HOU,converged,2,8/16/2008,single,1,,,,,,,yes,single,1,,,,,,,,,,Conroe Immigration Court (co-located — same ZIP),single,1,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,(936) 520-5000,single,1,yes,single,1
MTGPCTX,detention,MONTGOMERY ICE PROCESSING CENTER,conflict,48339,"Montgomery County, TX",TX,"806 HILBIG RD, CONROE, TX 77301",conflict,3,587.3,single,1,392.5,single,1,145.8,single,1,104.9,single,1,1230.5,single,1,CDF,converged,2,,,,15.6,single,1,,,,5,single,1,Montgomery,single,1,,,,,,,30.3,single,1,297.3,single,1,HOU,converged,3,,,,Male,single,1,750,single,1,yes,single,1,189.1,single,1,82.5,single,1,101.5,single,1,Conroe Immigration Court (co-located — same ZIP),single,1,Pass,single,1,2024-12-05,single,1,PBNDS 2011 - 2016 Revisions,single,1,ODO,single,1,,,,285.5,single,1,617.5,single,1,727.7,single,1,857.5,single,1,(936) 521-4900,single,1,,,
NAVARTX,detention,NAVARRO CO JAIL,single,48349,"Navarro County, TX",TX,"300 WEST 2ND AVENUE, CORSICANA, TX 75110",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,NAVARRO,single,1,,,,,,,,,,,,,DAL,single,1,1/4/1990,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,7/4/2002,single,1,,,,,,,,,,,,,,,,yes,single,1
NEWTOTX,detention,NEWTON COUNTY CORRECTIONAL CENTER,single,48241|48351,"Newton County, TX|Jasper County, TX",TX,"ROUTE 1, NEWTON, TX 75966",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,NEWTON,single,1,HOU,single,1,,,,,,,,,,HOU,single,1,11/6/1990,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,3/25/2006,single,1,,,,,,,,,,,,,,,,yes,single,1
NIXHCTX,detention,NIX HOME CARE,single,48029|48091|48325,"Bexar County, TX|Comal County, TX|Medina County, TX",TX,"4402 Vance Jackson, suite 140, San Antonio, TX 782390",single,1,,,,,,,,,,,,,,,,Other,single,1,,,,,,,,,,5,single,1,Bexar,single,1,,,,HEALTH,single,1,,,,,,,SNA,single,1,,,,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUECETX,detention,NUECES COUNTY JAIL,single,48355,"Nueces County, TX",TX,"901 LEOPARD STREET, CORPUS CHRISTI, TX 78401",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,NUECES,single,1,SNA,single,1,,,,,,,,,,SNA,single,1,12/29/1995,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,2/14/2002,single,1,,,,,,,,,,,,,,,,yes,single,1
ODESSTX,detention,ODESSA DETENTION CENTER,single,48135,"Ector County, TX",TX,"205 NORTH GRANT AVENUE, ODESSA, TX 79761",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,ECTOR,single,1,EPC,single,1,,,,,,,,,,ELP,single,1,3/26/2002,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2012,single,1,,,,,,,,,,,,,,,,yes,single,1
PCSHOLD,detention,PECOS HOLD ROOM,single,48389,"Reeves County, TX",TX,"250 EAST PALMER ROAD, PECOS, TX 79772",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,5,single,1,REEVES,single,1,PCS,single,1,HOLD,single,1,,,,,,,ELP,single,1,3/10/2010,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,10/2/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
PDNHOLD,detention,PDN HOLD ROOM,single,48141,"El Paso County, TX",TX,"1000 S. EL PASO STREET, EL PASO, TX 79901",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,5,single,1,EL PASO,single,1,EPC,single,1,HOLD,single,1,,,,,,,ELP,single,1,7/13/2012,single,1,,,,,,,no,single,1,,,,,,,,,,El Paso Immigration Court (co-located — same ZIP),single,1,,,,,,,,,,,,,5/17/2013,single,1,,,,,,,,,,,,,,,,yes,single,1
