id,kind,primary_name,name_agreement,county_fips,county_names,states,address,address_agreement,address_n_sources,adpLevelA,adpLevelA_agreement,adpLevelA_n_sources,adpLevelB,adpLevelB_agreement,adpLevelB_n_sources,adpLevelC,adpLevelC_agreement,adpLevelC_n_sources,adpLevelD,adpLevelD_agreement,adpLevelD_n_sources,adpTotal,adpTotal_agreement,adpTotal_n_sources,agreement,agreement_agreement,agreement_n_sources,authorizingAuthority,authorizingAuthority_agreement,authorizingAuthority_n_sources,avgLengthOfStayDays,avgLengthOfStayDays_agreement,avgLengthOfStayDays_n_sources,capacity,capacity_agreement,capacity_n_sources,circuit,circuit_agreement,circuit_n_sources,county,county_agreement,county_n_sources,docket,docket_agreement,docket_n_sources,facilityFunction,facilityFunction_agreement,facilityFunction_n_sources,femaleCrim,femaleCrim_agreement,femaleCrim_n_sources,femaleNonCrim,femaleNonCrim_agreement,femaleNonCrim_n_sources,fieldOffice,fieldOffice_agreement,fieldOffice_n_sources,firstUsed,firstUsed_agreement,firstUsed_n_sources,genderServed,genderServed_agreement,genderServed_n_sources,guaranteedMinimumBeds,guaranteedMinimumBeds_agreement,guaranteedMinimumBeds_n_sources,holdsOver72h,holdsOver72h_agreement,holdsOver72h_n_sources,iceThreatLevel1,iceThreatLevel1_agreement,iceThreatLevel1_n_sources,iceThreatLevel2,iceThreatLevel2_agreement,iceThreatLevel2_n_sources,iceThreatLevel3,iceThreatLevel3_agreement,iceThreatLevel3_n_sources,immigrationCourt,immigrationCourt_agreement,immigrationCourt_n_sources,lastFinalRating,lastFinalRating_agreement,lastFinalRating_n_sources,lastInspectionEndDate,lastInspectionEndDate_agreement,lastInspectionEndDate_n_sources,lastInspectionStandard,lastInspectionStandard_agreement,lastInspectionStandard_n_sources,lastInspectionType,lastInspectionType_agreement,lastInspectionType_n_sources,lastUsed,lastUsed_agreement,lastUsed_n_sources,maleCrim,maleCrim_agreement,maleCrim_n_sources,maleNonCrim,maleNonCrim_agreement,maleNonCrim_n_sources,mandatory,mandatory_agreement,mandatory_n_sources,noIceThreatLevel,noIceThreatLevel_agreement,noIceThreatLevel_n_sources,phone,phone_agreement,phone_n_sources,underDetentionStandards,underDetentionStandards_agreement,underDetentionStandards_n_sources
HARDJIA,detention,HARDIN COUNTY JAIL,converged,19075|19083,"Hardin County, IA|Grundy County, IA",IA,"1116 14TH AVENUE, ELDORA, IA 50627",converged,3,18.2,single,1,5.8,single,1,9.3,single,1,11.1,single,1,44.4,single,1,USMS IGA,conflict,2,DMCP,single,1,29.3,single,1,,,,8,single,1,HARDIN,single,1,OMA,single,1,,,,0.6,single,1,0.6,single,1,SPM,converged,3,9/17/1997,single,1,Female/Male,single,1,,,,yes,single,1,12.1,single,1,5.1,single,1,9.7,single,1,,,,Pass,single,1,Scheduled FY26,single,1,ORSA NDS 2019,single,1,ORSA,single,1,11/4/2017,single,1,21,single,1,22.1,single,1,26.5,single,1,17.5,single,1,(319) 221-1550,single,1,yes,single,1
HARFOCT,detention,HARTFORD CORRECTIONAL CENTER,single,09110,09110,CT,"177 WESTON STREET, HARTFORD, CT 06120",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,2,single,1,HARTFORD,single,1,HAR,single,1,,,,,,,,,,BOS,single,1,3/3/1994,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,3/25/2007,single,1,,,,,,,,,,,,,,,,yes,single,1
HARHOLD,detention,HARTFORD OFFICE,single,09110,09110,CT,"450 MAIN STREET, HARTFORD, CT 06103",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,2,single,1,HARTFORD,single,1,HAR,single,1,HOLD,single,1,,,,,,,BOS,single,1,2/16/1993,single,1,,,,,,,no,single,1,,,,,,,,,,Hartford Immigration Court (co-located — same ZIP),single,1,,,,,,,,,,,,,7/25/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
HARLANE,detention,HARLAN COUNTY JAIL,single,31083,"Harlan County, NE",NE,"706 WEST 2ND STREET, ALMA, NE 68920",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,8,single,1,HARLAN,single,1,OMA,single,1,,,,,,,,,,SPM,single,1,7/14/1999,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/3/2002,single,1,,,,,,,,,,,,,,,,yes,single,1
HARPEKS,detention,HARPER COUNTY JAIL,single,20077,"Harper County, KS",KS,"115 EAST STEADMAN STREET, ANTHONY, KS 67003",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,10,single,1,HARPER,single,1,KAN,single,1,,,,,,,,,,CHI,single,1,1/25/1991,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,1/27/2003,single,1,,,,,,,,,,,,,,,,yes,single,1
HARRIGA,detention,HARRIS COUNTY JAIL,single,13145,"Harris County, GA",GA,"HWY 116 E PO BOX 286, HAMILTON, GA 31811",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,11,single,1,HARRIS,single,1,ATL,single,1,,,,,,,,,,ATL,single,1,7/26/1993,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2007,single,1,,,,,,,,,,,,,,,,yes,single,1
HASHENE,detention,HALL COUNTY DEPARTMENT OF CORRECTIONS,converged,31079|31093|31121,"Hall County, NE|Merrick County, NE|Howard County, NE",NE,"110 PUBLIC SAFETY DRIVE, GRAND ISLAND, NE 68801",converged,2,4,single,1,3.6,single,1,1.9,single,1,2.3,single,1,11.8,single,1,USMS IGA,conflict,2,DMCP,single,1,8.8,single,1,,,,8,single,1,HALL,single,1,OMA,single,1,,,,0.2,single,1,0.3,single,1,SPM,converged,2,2/4/1992,single,1,Female/Male,single,1,,,,yes,single,1,1.9,single,1,2.8,single,1,3,single,1,,,,Pass,single,1,Scheduled FY26,single,1,NDS 2019,single,1,ODO,single,1,11/4/2017,single,1,5.4,single,1,5.8,single,1,10.7,single,1,4.1,single,1,,,,yes,single,1
HASKLTX,detention,Rolling Plains Detention Center,converged,48207|48253,"Haskell County, TX|Jones County, TX",TX,"118 County Road 206, Haskell, TX 79521",converged,2,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,525,single,1,5,single,1,HASKELL,single,1,DAL,single,1,,,,,,,,,,DAL,converged,2,6/18/2000,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,3/23/2017,single,1,,,,,,,,,,,,,(214) 905-5829,single,1,yes,single,1
HAYCOTX,detention,HAYS COUNTY JAIL,single,48055|48091|48187|48209,"Hays County, TX|Guadalupe County, TX|Caldwell County, TX|Comal County, TX",TX,"C/O JAIL ADMINISTRATOR, SAN MARCOS, TX 78666",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,HAYS,single,1,SNA,single,1,,,,,,,,,,SNA,single,1,11/1/1990,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/6/2007,single,1,,,,,,,,,,,,,,,,yes,single,1
HBGHOLD,detention,HARRISONBURG HOLD ROOM,single,51165|51660,"Harrisonburg city, VA|Rockingham County, VA",VA,"UNAVAILABLE, HARRISONBURG, VA 22801",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,4,single,1,HARRISONBURG,single,1,WAS,single,1,HOLD,single,1,,,,,,,WAS,single,1,7/27/2011,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,9/18/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
HCPSYTX,detention,HARRIS COUNTY PSYCHIATRIC CENTER,single,48201,"Harris County, TX",TX,"2800 S MACGREGOR WAY, HOUSTON, TX 77021",single,1,,,,,,,,,,,,,,,,Other,single,1,OTHER,single,1,,,,,,,5,single,1,HARRIS,single,1,,,,HOSPITAL,single,1,,,,,,,HOU,single,1,10/19/2016,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,no,single,1
HEADCMN,detention,HENNEPIN COUNTY ADULT DETENTION CENTER,single,27053,"Hennepin County, MN",MN,"525 PORTLAND AVENUE SOUTH, MINNEAPOLIS, MN 55415",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,8,single,1,HENNEPIN,single,1,SPM,single,1,,,,,,,,,,SPM,single,1,7/29/1998,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/13/2003,single,1,,,,,,,,,,,,,,,,yes,single,1
HELHOLD,detention,HELENA DISTRICT CUSTODY,single,30043|30049,"Lewis and Clark County, MT|Jefferson County, MT",MT,"805 COLLEEN STREET, HELENA, MT 59601",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,9,single,1,LEWIS AND CLARK,single,1,HEL,single,1,HOLD,single,1,,,,,,,SLC,single,1,7/9/1997,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,7/6/2015,single,1,,,,,,,,,,,,,,,,yes,single,1
HENDENC,detention,HENDERSON COUNTY DETENTION FACILITY,single,37021|37089|37149,"Henderson County, NC|Buncombe County, NC|Polk County, NC",NC,"375 1ST AVENUE EAST, HENDERSONVILLE, NC 28792",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,4,single,1,HENDERSON,single,1,CLT,single,1,,,,,,,,,,ATL,single,1,9/19/2008,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,12/29/2014,single,1,,,,,,,,,,,,,,,,yes,single,1
HENDENV,detention,HENDERSON DETENTION,conflict,32003,"Clark County, NV",NV,"18 E BASIC ROAD, HENDERSON, NV 89015",converged,3,38.4,single,1,18.6,single,1,18.5,single,1,10.3,single,1,85.8,single,1,USMS IGA,converged,2,DMCP,single,1,26.9,single,1,300,single,1,9,single,1,CLARK,single,1,LVG,single,1,,,,3.8,single,1,16,single,1,SLC,converged,3,2/4/2011,single,1,Female/Male,single,1,,,,yes,single,1,15.3,single,1,4.9,single,1,11.9,single,1,,,,Pass,single,1,2024-03-21,single,1,NDS 2019,single,1,ODO,single,1,11/4/2017,single,1,22.1,single,1,43.9,single,1,50.7,single,1,53.7,single,1,(702) 388-6253,single,1,yes,single,1
HENDETX,detention,HENDERSON COUNTY JAIL,single,48001|48213,"Henderson County, TX|Anderson County, TX",TX,"206 N Murchison St,, Athens, TX 75751",single,1,,,,,,,,,,,,,,,,IGSA,single,1,,,,,,,,,,5,single,1,Henderson,single,1,,,,,,,,,,,,,DAL,single,1,,,,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HENDRFL,detention,HENDRY COUNTY JAIL,single,12043|12051,"Hendry County, FL|Glades County, FL",FL,"101 SOUTH BRIDGE STREET, LABELLE, FL 33935",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,11,single,1,HENDRY,single,1,KRO,single,1,,,,,,,,,,MIA,single,1,4/20/1999,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/4/2008,single,1,,,,,,,,,,,,,,,,yes,single,1
HENHOLD,detention,HENDERSONVILLE HOLD ROOM,single,37021|37089|37149,"Henderson County, NC|Buncombe County, NC|Polk County, NC",NC,"518 6TH AVE W, HENDERSONVILLE, NC 28792",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,4,single,1,HENDERSON,single,1,CLT,single,1,HOLD,single,1,,,,,,,ATL,single,1,,,,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,single,1
HENRIVA,detention,HENRICO COUNTY JAIL,single,51760,"Richmond city, VA",VA,"P.O.BOX 27796, RICHMOND, VA 23261",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,4,single,1,RICHMOND CITY,single,1,WAS,single,1,,,,,,,,,,WAS,single,1,8/25/1989,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/1/2007,single,1,,,,,,,,,,,,,,,,yes,single,1
HENRYGA,detention,HENRY COUNTY SHERIFF,single,13151,"Henry County, GA",GA,"120 HENRY PARKWAY, MCDONOUGH, GA 30253",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,11,single,1,HENRY,single,1,ATL,single,1,,,,,,,,,,ATL,single,1,2/2/1992,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/23/1994,single,1,,,,,,,,,,,,,,,,yes,single,1
HERKINY,detention,HERKIMER COUNTY JAIL,single,36043,"Herkimer County, NY",NY,"BOX 709, HERKIMER, NY 13350",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,2,single,1,HERKIMER,single,1,BUF,single,1,,,,,,,,,,BUF,single,1,11/17/1987,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/25/2005,single,1,,,,,,,,,,,,,,,,yes,single,1
HERNAFL,detention,HERNANDO COUNTY JAIL,single,12053|12101,"Hernando County, FL|Pasco County, FL",FL,"16425 SPRING HILL DRIVE, BROOKSVILLE, FL 34604",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,11,single,1,HERNANDO,single,1,TAM,single,1,,,,,,,,,,MIA,single,1,10/31/1997,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,10/29/2009,single,1,,,,,,,,,,,,,,,,yes,single,1
HHWHOLD,detention,INS DISTRICT OFFICE,single,15003,"Honolulu County, HI",HI,"595 ALA MOANA BLVD, HONOLULU, HI 96813",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,9,single,1,HONOLULU,single,1,HHW,single,1,HOLD,single,1,,,,,,,SFR,single,1,7/17/1992,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,9/12/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
HICOJFL,detention,HILLSBOROUGH COUNTY JAIL,single,12057,"Hillsborough County, FL",FL,"1201 NORTH ORIENT ROAD, TAMPA, FL 33619",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,11,single,1,HILLSBOROUGH,single,1,TAM,single,1,,,,,,,,,,MIA,single,1,10/21/1993,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,2/25/2009,single,1,,,,,,,,,,,,,,,,yes,single,1
HIDALNM,detention,HIDALGO COUNTY DETENTION FACILITY,single,35023,"Hidalgo County, NM",NM,"83 OLD HIGHWAY 70, LORDSBURG, NM 88045",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,10,single,1,HIDALGO,single,1,ELP,single,1,,,,,,,,,,ELP,single,1,4/29/2015,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,1/29/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
HIDALTX,detention,HIDALGO COUNTY JAIL,single,48215,"Hidalgo County, TX",TX,"3100 SOUTH HWY 281, EDINBURG, TX 78539",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,HIDALGO,single,1,HLG,single,1,,,,,,,,,,SNA,single,1,8/8/1988,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,10/25/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
HILLCMT,detention,HILL COUNTY DETENTION CENTER,single,30005|30041,"Hill County, MT|Blaine County, MT",MT,"1450 2ND STREET WEST, HAVRE, MT 59501",single,1,,,,,,,,,,,,,,,,USMS IGA,single,1,DMCP,single,1,,,,3,single,1,9,single,1,HILL,single,1,HEL,single,1,,,,,,,,,,SLC,single,1,5/13/2002,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,12/22/2014,single,1,,,,,,,,,,,,,,,,yes,single,1
HILLSNH,detention,HILLSBOROUGH COUNTY JAIL,single,33011|33015,"Hillsborough County, NH|Rockingham County, NH",NH,"445 WILLOW STREET, MANCHESTER, NH 03103",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,1,single,1,HILLSBOROUGH,single,1,BOS,single,1,,,,,,,,,,BOS,single,1,6/6/1990,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/28/2000,single,1,,,,,,,,,,,,,,,,yes,single,1
HLGHOLD,detention,HARLINGEN HOLD ROOM,single,48061|48489,"Cameron County, TX|Willacy County, TX",TX,"1717 ZOY STREET, HARLINGEN, TX 78550",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,5,single,1,CAMERON,single,1,HLG,single,1,HOLD,single,1,,,,,,,SNA,single,1,5/15/2008,single,1,,,,,,,no,single,1,,,,,,,,,,Harlingen Immigration Court (co-located — same ZIP),single,1,,,,,,,,,,,,,10/30/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
HLYCHIL,detention,HOLY CROSS HOSPITAL,single,17031,"Cook County, IL",IL,"2701 W 68TH ST, CHICAGO, IL 60629",single,1,,,,,,,,,,,,,,,,Other,single,1,OTHER,single,1,,,,,,,7,single,1,COOK,single,1,,,,HOSPITAL,single,1,,,,,,,CHI,single,1,4/8/2016,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/5/2017,single,1,,,,,,,,,,,,,,,,no,single,1
HMCHOTX,detention,HARLINGEN MEDICAL CENTER,single,48061|48489,"Cameron County, TX|Willacy County, TX",TX,"5501 S EXPRESSWAY 71, HARLINGEN, TX 78550",single,1,,,,,,,,,,,,,,,,Other,single,1,OTHER,single,1,,,,,,,5,single,1,CAMERON,single,1,PIC,single,1,HOSPITAL,single,1,,,,,,,SNA,single,1,3/20/1989,single,1,,,,,,,,,,,,,,,,,,,Harlingen Immigration Court (co-located — same ZIP),single,1,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,no,single,1
HOKLYTX,detention,HOCKLEY COUNTY JAIL,single,48079|48219,"Hockley County, TX|Cochran County, TX",TX,"1310 AVENUE H, LEVELLAND, TX 79336",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,HOCKLEY,single,1,EPC,single,1,,,,,,,,,,ELP,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,single,1
HOLINNY,detention,HOLIDAY INN,single,36081,"Queens County, NY",NY,"14402 135TH AVENUE, JAMAICA, NY 11436",single,1,,,,,,,,,,,,,,,,Other,single,1,OTHER,single,1,,,,,,,2,single,1,QUEENS,single,1,VRK,single,1,,,,,,,,,,NYC,single,1,7/23/1997,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/8/2003,single,1,,,,,,,,,,,,,,,,no,single,1
HOSPSPR,detention,HOSPITAL PAVIA-SANTURCE,single,72127,"San Juan Municipio, PR",PR,"1462 ASIA ST PO BOX 11137, SAN JUAN, PR 00909",single,1,,,,,,,,,,,,,,,,Other,single,1,OTHER,single,1,,,,,,,1,single,1,SAN JUAN,single,1,,,,HOSPITAL,single,1,,,,,,,MIA,single,1,4/13/2016,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/30/2017,single,1,,,,,,,,,,,,,,,,no,single,1
HOTELMA,detention,RAMADA HOTEL,single,25025,"Suffolk County, MA",MA,"225 MCCLELLAN HIGHWAY, EAST BOSTON, MA 02128",single,1,,,,,,,,,,,,,,,,Other,single,1,OTHER,single,1,,,,,,,1,single,1,SUFFOLK,single,1,BOS,single,1,,,,,,,,,,BOS,single,1,5/4/1999,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/10/2017,single,1,,,,,,,,,,,,,,,,no,single,1
HOTSPWY,detention,HOT SPRINGS COUNTY JAIL,single,56017,"Hot Springs County, WY",WY,"417 ARAPAHOE STREET, THERMOPOLIS, WY 82443",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,10,single,1,HOT SPRINGS,single,1,DEN,single,1,,,,,,,,,,DEN,single,1,3/31/2008,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/31/2008,single,1,,,,,,,,,,,,,,,,yes,single,1
HOUHOLD,detention,HOUSTON FIELD OFFICE HOLD ROOM,single,48201,"Harris County, TX",TX,"5520 GREENS RD., HOUSTON, TX 77032",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,5,single,1,HARRIS,single,1,HOU,single,1,HOLD,single,1,,,,,,,HOU,single,1,11/17/1994,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
HOUICDF,detention,HOUSTON CONTRACT DETENTION FACILITY,converged,48201,"Harris County, TX",TX,"15850 EXPORT PLAZA DRIVE, HOUSTON, TX 77032",converged,3,517.7,single,1,186.2,single,1,72.8,single,1,55.4,single,1,832.1,single,1,CDF,converged,2,DMCP,single,1,54.5,single,1,1000,single,1,5,single,1,HARRIS,single,1,HOU,single,1,,,,37.8,single,1,252.1,single,1,HOU,converged,3,7/21/1986,single,1,Female/Male,single,1,750,converged,2,yes,single,1,109.5,single,1,45.5,single,1,61.7,single,1,,,,Pass,single,1,2026-06-11,single,1,PBNDS 2011 - 2016 Revisions,single,1,ODO,single,1,11/4/2017,single,1,139.6,single,1,402.5,single,1,467.3,single,1,615.3,single,1,(281) 449-1481,single,1,yes,single,1
HOWARMD,detention,HOWARD COUNTY DETENTION CENTER,single,24003|24027,"Howard County, MD|Anne Arundel County, MD",MD,"7301 WATERLOO ROAD, JESSUP, MD 20794",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,4,single,1,HOWARD,single,1,BAL,single,1,,,,,,,,,,BAL,single,1,11/25/1987,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
HPBRGTX,detention,HOPEBRIDGE HOSPITAL,single,48201,"Harris County, TX",TX,"5556 GASSMER DR., HOUSTON, TX 77035",single,1,,,,,,,,,,,,,,,,Other,single,1,OTHER,single,1,,,,,,,5,single,1,HARRIS,single,1,,,,HOSPITAL,single,1,,,,,,,HOU,single,1,5/8/2015,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/14/2017,single,1,,,,,,,,,,,,,,,,no,single,1
HRREGVA,detention,HAMPTON ROADS REGIONAL JAIL,single,51740,"Portsmouth city, VA",VA,"2690 ELMHURST LANE, PORTSMOUTH, VA 23701",single,1,,,,,,,,,,,,,,,,USMS IGA,single,1,DMCP,single,1,,,,,,,4,single,1,PORTSMOUTH CITY,single,1,WAS,single,1,,,,,,,,,,WAS,single,1,6/16/2000,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,3/10/2014,single,1,,,,,,,,,,,,,,,,yes,single,1
HSF,detention,HARLINGEN STAGING FACILITY,single,48061|48489,"Cameron County, TX|Willacy County, TX",TX,"1102 SOUTH COMMERCE STREET, HARLINGEN, TX 78550",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,5,single,1,CAMERON,single,1,PIC,single,1,STAGING,single,1,,,,,,,SNA,single,1,1/28/2003,single,1,,,,,,,no,single,1,,,,,,,,,,Harlingen Immigration Court (co-located — same ZIP),single,1,,,,,,,,,,,,,4/29/2013,single,1,,,,,,,,,,,,,,,,yes,single,1
HUDSONJ,detention,HUDSON COUNTY CORRECTIONAL CENTER,single,34003|34017,"Hudson County, NJ|Bergen County, NJ",NJ,"30-35 HACKENSACK AVE., KEARNY, NJ 07032",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,476,single,1,3,single,1,HUDSON,single,1,VRK,single,1,,,,,,,,,,NYC,single,1,8/14/1995,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
HUDSPTX,detention,HUDSPETH COUNTY JAIL,single,48229,"Hudspeth County, TX",TX,"525 NORTH WILSON AVENUE, SIERRA BLANCA, TX 79851",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,HUDSPETH,single,1,ELP,single,1,,,,,,,,,,ELP,single,1,4/16/1986,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,9/18/2008,single,1,,,,,,,,,,,,,,,,yes,single,1
HUERFCO,detention,HUERFANO COUNTY JAIL,single,08055|08071,"Huerfano County, CO|Las Animas County, CO",CO,"500 SOUTH ALBERT, WALSENBERG, CO 81089",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,10,single,1,HUERFANO,single,1,DEN,single,1,,,,,,,,,,DEN,single,1,4/29/1991,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/21/2006,single,1,,,,,,,,,,,,,,,,yes,single,1
HUGHESD,detention,HUGHES COUNTY,single,46065|46119,"Hughes County, SD|Sully County, SD",SD,"BOX 186, PIERRE, SD 57501",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,8,single,1,HUGHES,single,1,SPM,single,1,,,,,,,,,,SPM,single,1,9/6/1994,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/9/2005,single,1,,,,,,,,,,,,,,,,yes,single,1
HUMBOIA,detention,HUMBOLDT COUNTY JAIL,single,19091|19187,"Humboldt County, IA|Webster County, IA",IA,"430 SUMNER AVENUE, HUMBOLDT, IA 50548",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,8,single,1,HUMBOLDT,single,1,OMA,single,1,,,,,,,,,,SPM,single,1,8/15/1997,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/28/2002,single,1,,,,,,,,,,,,,,,,yes,single,1
HVHOSFL,detention,WINDMOOR HOSPITAL (HARBORVIEW),single,12086,"Miami-Dade County, FL",FL,"1861 N.W. SOUTH RIVER DRIVE, MIAMI, FL 33125",single,1,,,,,,,,,,,,,,,,Other,single,1,OTHER,single,1,,,,,,,11,single,1,MIAMI-DADE,single,1,KRO,single,1,HOSPITAL,single,1,,,,,,,MIA,single,1,7/6/1996,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/3/2000,single,1,,,,,,,,,,,,,,,,no,single,1
IAHSFTX,detention,GEORGE BUSH INTERCONTINENTAL,single,48201,"Harris County, TX",TX,"2800 N. TERMINAL ROAD, HOUSTON, TX 77032",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,5,single,1,COUNTY,single,1,HLG,single,1,STAGING,single,1,,,,,,,SNA,single,1,8/2/2014,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,9/4/2016,single,1,,,,,,,,,,,,,,,,yes,single,1
